,"ME,EAST,SPRING","ME,EAST,SUMMER","ME,EAST,AUTUMN","ME,EAST,WINTER","ME,SOUTH,SPRING","ME,SOUTH,SUMMER","ME,SOUTH,AUTUMN","ME,SOUTH,WINTER","ME,WEST,SPRING","ME,WEST,SUMMER","ME,WEST,AUTUMN","ME,WEST,WINTER","ME,NORTH,SPRING","ME,NORTH,SUMMER","ME,NORTH,AUTUMN","ME,NORTH,WINTER","WE,EAST,SPRING","WE,EAST,SUMMER","WE,EAST,AUTUMN","WE,EAST,WINTER","WE,SOUTH,SPRING","WE,SOUTH,SUMMER","WE,SOUTH,AUTUMN","WE,SOUTH,WINTER","WE,WEST,SPRING","WE,WEST,SUMMER","WE,WEST,AUTUMN","WE,WEST,WINTER","WE,NORTH,SPRING","WE,NORTH,SUMMER","WE,NORTH,AUTUMN","WE,NORTH,WINTER","YOU⁺,EAST,SPRING","YOU⁺,EAST,SUMMER","YOU⁺,EAST,AUTUMN","YOU⁺,EAST,WINTER","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,WINTER","YOU⁺,WEST,SPRING","YOU⁺,WEST,SUMMER","YOU⁺,WEST,AUTUMN","YOU⁺,WEST,WINTER","YOU⁺,NORTH,SPRING","YOU⁺,NORTH,SUMMER","YOU⁺,NORTH,AUTUMN","YOU⁺,NORTH,WINTER","YOU⁻,EAST,SPRING","YOU⁻,EAST,SUMMER","YOU⁻,EAST,AUTUMN","YOU⁻,EAST,WINTER","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,WINTER","YOU⁻,WEST,SPRING","YOU⁻,WEST,SUMMER","YOU⁻,WEST,AUTUMN","YOU⁻,WEST,WINTER","YOU⁻,NORTH,SPRING","YOU⁻,NORTH,SUMMER","YOU⁻,NORTH,AUTUMN","YOU⁻,NORTH,WINTER","THEY₀,EAST,SPRING","THEY₀,EAST,SUMMER","THEY₀,EAST,AUTUMN","THEY₀,EAST,WINTER","THEY₀,SOUTH,SPRING","THEY₀,SOUTH,SUMMER","THEY₀,SOUTH,AUTUMN","THEY₀,SOUTH,WINTER","THEY₀,WEST,SPRING","THEY₀,WEST,SUMMER","THEY₀,WEST,AUTUMN","THEY₀,WEST,WINTER","THEY₀,NORTH,SPRING","THEY₀,NORTH,SUMMER","THEY₀,NORTH,AUTUMN","THEY₀,NORTH,WINTER","THEY₄,EAST,SPRING","THEY₄,EAST,SUMMER","THEY₄,EAST,AUTUMN","THEY₄,EAST,WINTER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,WEST,SPRING","THEY₄,WEST,SUMMER","THEY₄,WEST,AUTUMN","THEY₄,WEST,WINTER","THEY₄,NORTH,SPRING","THEY₄,NORTH,SUMMER","THEY₄,NORTH,AUTUMN","THEY₄,NORTH,WINTER"
"ME,EAST,SPRING","WE,EAST,SUMMER","WE,EAST,SUMMER","WE,EAST,SPRING","WE,EAST,SPRING","WE,SOUTH,SUMMER","WE,SOUTH,SUMMER","WE,SOUTH,SPRING","WE,SOUTH,SPRING","WE,NORTH,SUMMER","WE,NORTH,SUMMER","WE,NORTH,SPRING","WE,NORTH,SPRING","WE,EAST,SUMMER","WE,EAST,SUMMER","WE,EAST,SPRING","WE,EAST,SPRING","THEY₄,EAST,SUMMER","THEY₄,EAST,SUMMER","THEY₄,EAST,SPRING","THEY₄,EAST,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SPRING","THEY₄,NORTH,SUMMER","THEY₄,NORTH,SUMMER","THEY₄,NORTH,SPRING","THEY₄,NORTH,SPRING","THEY₄,EAST,SUMMER","THEY₄,EAST,SUMMER","THEY₄,EAST,SPRING","THEY₄,EAST,SPRING","YOU⁺,EAST,SUMMER","YOU⁺,EAST,SUMMER","YOU⁺,EAST,SPRING","YOU⁺,EAST,SPRING","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,SPRING","YOU⁺,NORTH,SUMMER","YOU⁺,NORTH,SUMMER","YOU⁺,NORTH,SPRING","YOU⁺,NORTH,SPRING","YOU⁺,EAST,SUMMER","YOU⁺,EAST,SUMMER","YOU⁺,EAST,SPRING","YOU⁺,EAST,SPRING","YOU⁻,EAST,SUMMER","YOU⁻,EAST,SUMMER","YOU⁻,EAST,SPRING","YOU⁻,EAST,SPRING","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,SPRING","YOU⁻,NORTH,SUMMER","YOU⁻,NORTH,SUMMER","YOU⁻,NORTH,SPRING","YOU⁻,NORTH,SPRING","YOU⁻,EAST,SUMMER","YOU⁻,EAST,SUMMER","YOU⁻,EAST,SPRING","YOU⁻,EAST,SPRING","ME,EAST,SUMMER","ME,EAST,SUMMER","ME,EAST,SPRING","ME,EAST,SPRING","ME,SOUTH,SUMMER","ME,SOUTH,SUMMER","ME,SOUTH,SPRING","ME,SOUTH,SPRING","ME,NORTH,SUMMER","ME,NORTH,SUMMER","ME,NORTH,SPRING","ME,NORTH,SPRING","ME,EAST,SUMMER","ME,EAST,SUMMER","ME,EAST,SPRING","ME,EAST,SPRING","THEY₄,EAST,SUMMER","THEY₄,EAST,SUMMER","THEY₄,EAST,SPRING","THEY₄,EAST,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SPRING","THEY₄,NORTH,SUMMER","THEY₄,NORTH,SUMMER","THEY₄,NORTH,SPRING","THEY₄,NORTH,SPRING","THEY₄,EAST,SUMMER","THEY₄,EAST,SUMMER","THEY₄,EAST,SPRING","THEY₄,EAST,SPRING"
"ME,EAST,SUMMER","WE,EAST,SUMMER","WE,EAST,AUTUMN","WE,EAST,AUTUMN","WE,EAST,SUMMER","WE,SOUTH,SUMMER","WE,SOUTH,AUTUMN","WE,SOUTH,AUTUMN","WE,SOUTH,SUMMER","WE,NORTH,SUMMER","WE,NORTH,AUTUMN","WE,NORTH,AUTUMN","WE,NORTH,SUMMER","WE,EAST,SUMMER","WE,EAST,AUTUMN","WE,EAST,AUTUMN","WE,EAST,SUMMER","THEY₄,EAST,SUMMER","THEY₄,EAST,AUTUMN","THEY₄,EAST,AUTUMN","THEY₄,EAST,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SUMMER","THEY₄,NORTH,SUMMER","THEY₄,NORTH,AUTUMN","THEY₄,NORTH,AUTUMN","THEY₄,NORTH,SUMMER","THEY₄,EAST,SUMMER","THEY₄,EAST,AUTUMN","THEY₄,EAST,AUTUMN","THEY₄,EAST,SUMMER","YOU⁺,EAST,SUMMER","YOU⁺,EAST,AUTUMN","YOU⁺,EAST,AUTUMN","YOU⁺,EAST,SUMMER","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,SUMMER","YOU⁺,NORTH,SUMMER","YOU⁺,NORTH,AUTUMN","YOU⁺,NORTH,AUTUMN","YOU⁺,NORTH,SUMMER","YOU⁺,EAST,SUMMER","YOU⁺,EAST,AUTUMN","YOU⁺,EAST,AUTUMN","YOU⁺,EAST,SUMMER","YOU⁻,EAST,SUMMER","YOU⁻,EAST,AUTUMN","YOU⁻,EAST,AUTUMN","YOU⁻,EAST,SUMMER","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,SUMMER","YOU⁻,NORTH,SUMMER","YOU⁻,NORTH,AUTUMN","YOU⁻,NORTH,AUTUMN","YOU⁻,NORTH,SUMMER","YOU⁻,EAST,SUMMER","YOU⁻,EAST,AUTUMN","YOU⁻,EAST,AUTUMN","YOU⁻,EAST,SUMMER","ME,EAST,SUMMER","ME,EAST,AUTUMN","ME,EAST,AUTUMN","ME,EAST,SUMMER","ME,SOUTH,SUMMER","ME,SOUTH,AUTUMN","ME,SOUTH,AUTUMN","ME,SOUTH,SUMMER","ME,NORTH,SUMMER","ME,NORTH,AUTUMN","ME,NORTH,AUTUMN","ME,NORTH,SUMMER","ME,EAST,SUMMER","ME,EAST,AUTUMN","ME,EAST,AUTUMN","ME,EAST,SUMMER","THEY₄,EAST,SUMMER","THEY₄,EAST,AUTUMN","THEY₄,EAST,AUTUMN","THEY₄,EAST,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SUMMER","THEY₄,NORTH,SUMMER","THEY₄,NORTH,AUTUMN","THEY₄,NORTH,AUTUMN","THEY₄,NORTH,SUMMER","THEY₄,EAST,SUMMER","THEY₄,EAST,AUTUMN","THEY₄,EAST,AUTUMN","THEY₄,EAST,SUMMER"
"ME,EAST,AUTUMN","WE,EAST,SPRING","WE,EAST,AUTUMN","WE,EAST,WINTER","WE,EAST,AUTUMN","WE,SOUTH,SPRING","WE,SOUTH,AUTUMN","WE,SOUTH,WINTER","WE,SOUTH,AUTUMN","WE,NORTH,SPRING","WE,NORTH,AUTUMN","WE,NORTH,WINTER","WE,NORTH,AUTUMN","WE,EAST,SPRING","WE,EAST,AUTUMN","WE,EAST,WINTER","WE,EAST,AUTUMN","THEY₄,EAST,SPRING","THEY₄,EAST,AUTUMN","THEY₄,EAST,WINTER","THEY₄,EAST,AUTUMN","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,SOUTH,AUTUMN","THEY₄,NORTH,SPRING","THEY₄,NORTH,AUTUMN","THEY₄,NORTH,WINTER","THEY₄,NORTH,AUTUMN","THEY₄,EAST,SPRING","THEY₄,EAST,AUTUMN","THEY₄,EAST,WINTER","THEY₄,EAST,AUTUMN","YOU⁺,EAST,SPRING","YOU⁺,EAST,AUTUMN","YOU⁺,EAST,WINTER","YOU⁺,EAST,AUTUMN","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,WINTER","YOU⁺,SOUTH,AUTUMN","YOU⁺,NORTH,SPRING","YOU⁺,NORTH,AUTUMN","YOU⁺,NORTH,WINTER","YOU⁺,NORTH,AUTUMN","YOU⁺,EAST,SPRING","YOU⁺,EAST,AUTUMN","YOU⁺,EAST,WINTER","YOU⁺,EAST,AUTUMN","YOU⁻,EAST,SPRING","YOU⁻,EAST,AUTUMN","YOU⁻,EAST,WINTER","YOU⁻,EAST,AUTUMN","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,WINTER","YOU⁻,SOUTH,AUTUMN","YOU⁻,NORTH,SPRING","YOU⁻,NORTH,AUTUMN","YOU⁻,NORTH,WINTER","YOU⁻,NORTH,AUTUMN","YOU⁻,EAST,SPRING","YOU⁻,EAST,AUTUMN","YOU⁻,EAST,WINTER","YOU⁻,EAST,AUTUMN","ME,EAST,SPRING","ME,EAST,AUTUMN","ME,EAST,WINTER","ME,EAST,AUTUMN","ME,SOUTH,SPRING","ME,SOUTH,AUTUMN","ME,SOUTH,WINTER","ME,SOUTH,AUTUMN","ME,NORTH,SPRING","ME,NORTH,AUTUMN","ME,NORTH,WINTER","ME,NORTH,AUTUMN","ME,EAST,SPRING","ME,EAST,AUTUMN","ME,EAST,WINTER","ME,EAST,AUTUMN","THEY₄,EAST,SPRING","THEY₄,EAST,AUTUMN","THEY₄,EAST,WINTER","THEY₄,EAST,AUTUMN","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,SOUTH,AUTUMN","THEY₄,NORTH,SPRING","THEY₄,NORTH,AUTUMN","THEY₄,NORTH,WINTER","THEY₄,NORTH,AUTUMN","THEY₄,EAST,SPRING","THEY₄,EAST,AUTUMN","THEY₄,EAST,WINTER","THEY₄,EAST,AUTUMN"
"ME,EAST,WINTER","WE,EAST,SPRING","WE,EAST,SUMMER","WE,EAST,AUTUMN","WE,EAST,WINTER","WE,SOUTH,SPRING","WE,SOUTH,SUMMER","WE,SOUTH,AUTUMN","WE,SOUTH,WINTER","WE,NORTH,SPRING","WE,NORTH,SUMMER","WE,NORTH,AUTUMN","WE,NORTH,WINTER","WE,EAST,SPRING","WE,EAST,SUMMER","WE,EAST,AUTUMN","WE,EAST,WINTER","THEY₄,EAST,SPRING","THEY₄,EAST,SUMMER","THEY₄,EAST,AUTUMN","THEY₄,EAST,WINTER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,NORTH,SPRING","THEY₄,NORTH,SUMMER","THEY₄,NORTH,AUTUMN","THEY₄,NORTH,WINTER","THEY₄,EAST,SPRING","THEY₄,EAST,SUMMER","THEY₄,EAST,AUTUMN","THEY₄,EAST,WINTER","YOU⁺,EAST,SPRING","YOU⁺,EAST,SUMMER","YOU⁺,EAST,AUTUMN","YOU⁺,EAST,WINTER","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,WINTER","YOU⁺,NORTH,SPRING","YOU⁺,NORTH,SUMMER","YOU⁺,NORTH,AUTUMN","YOU⁺,NORTH,WINTER","YOU⁺,EAST,SPRING","YOU⁺,EAST,SUMMER","YOU⁺,EAST,AUTUMN","YOU⁺,EAST,WINTER","YOU⁻,EAST,SPRING","YOU⁻,EAST,SUMMER","YOU⁻,EAST,AUTUMN","YOU⁻,EAST,WINTER","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,WINTER","YOU⁻,NORTH,SPRING","YOU⁻,NORTH,SUMMER","YOU⁻,NORTH,AUTUMN","YOU⁻,NORTH,WINTER","YOU⁻,EAST,SPRING","YOU⁻,EAST,SUMMER","YOU⁻,EAST,AUTUMN","YOU⁻,EAST,WINTER","ME,EAST,SPRING","ME,EAST,SUMMER","ME,EAST,AUTUMN","ME,EAST,WINTER","ME,SOUTH,SPRING","ME,SOUTH,SUMMER","ME,SOUTH,AUTUMN","ME,SOUTH,WINTER","ME,NORTH,SPRING","ME,NORTH,SUMMER","ME,NORTH,AUTUMN","ME,NORTH,WINTER","ME,EAST,SPRING","ME,EAST,SUMMER","ME,EAST,AUTUMN","ME,EAST,WINTER","THEY₄,EAST,SPRING","THEY₄,EAST,SUMMER","THEY₄,EAST,AUTUMN","THEY₄,EAST,WINTER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,NORTH,SPRING","THEY₄,NORTH,SUMMER","THEY₄,NORTH,AUTUMN","THEY₄,NORTH,WINTER","THEY₄,EAST,SPRING","THEY₄,EAST,SUMMER","THEY₄,EAST,AUTUMN","THEY₄,EAST,WINTER"
"ME,SOUTH,SPRING","WE,SOUTH,SUMMER","WE,SOUTH,SUMMER","WE,SOUTH,SPRING","WE,SOUTH,SPRING","WE,SOUTH,SUMMER","WE,SOUTH,SUMMER","WE,SOUTH,SPRING","WE,SOUTH,SPRING","WE,SOUTH,SUMMER","WE,SOUTH,SUMMER","WE,SOUTH,SPRING","WE,SOUTH,SPRING","WE,SOUTH,SUMMER","WE,SOUTH,SUMMER","WE,SOUTH,SPRING","WE,SOUTH,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SPRING","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,SPRING","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,SPRING","ME,SOUTH,SUMMER","ME,SOUTH,SUMMER","ME,SOUTH,SPRING","ME,SOUTH,SPRING","ME,SOUTH,SUMMER","ME,SOUTH,SUMMER","ME,SOUTH,SPRING","ME,SOUTH,SPRING","ME,SOUTH,SUMMER","ME,SOUTH,SUMMER","ME,SOUTH,SPRING","ME,SOUTH,SPRING","ME,SOUTH,SUMMER","ME,SOUTH,SUMMER","ME,SOUTH,SPRING","ME,SOUTH,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,SPRING"
"ME,SOUTH,SUMMER","WE,SOUTH,SUMMER","WE,SOUTH,AUTUMN","WE,SOUTH,AUTUMN","WE,SOUTH,SUMMER","WE,SOUTH,SUMMER","WE,SOUTH,AUTUMN","WE,SOUTH,AUTUMN","WE,SOUTH,SUMMER","WE,SOUTH,SUMMER","WE,SOUTH,AUTUMN","WE,SOUTH,AUTUMN","WE,SOUTH,SUMMER","WE,SOUTH,SUMMER","WE,SOUTH,AUTUMN","WE,SOUTH,AUTUMN","WE,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SUMMER","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,SUMMER","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,SUMMER","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,SUMMER","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,SUMMER","ME,SOUTH,SUMMER","ME,SOUTH,AUTUMN","ME,SOUTH,AUTUMN","ME,SOUTH,SUMMER","ME,SOUTH,SUMMER","ME,SOUTH,AUTUMN","ME,SOUTH,AUTUMN","ME,SOUTH,SUMMER","ME,SOUTH,SUMMER","ME,SOUTH,AUTUMN","ME,SOUTH,AUTUMN","ME,SOUTH,SUMMER","ME,SOUTH,SUMMER","ME,SOUTH,AUTUMN","ME,SOUTH,AUTUMN","ME,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,SUMMER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SUMMER"
"ME,SOUTH,AUTUMN","WE,SOUTH,SPRING","WE,SOUTH,AUTUMN","WE,SOUTH,WINTER","WE,SOUTH,AUTUMN","WE,SOUTH,SPRING","WE,SOUTH,AUTUMN","WE,SOUTH,WINTER","WE,SOUTH,AUTUMN","WE,SOUTH,SPRING","WE,SOUTH,AUTUMN","WE,SOUTH,WINTER","WE,SOUTH,AUTUMN","WE,SOUTH,SPRING","WE,SOUTH,AUTUMN","WE,SOUTH,WINTER","WE,SOUTH,AUTUMN","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,SOUTH,AUTUMN","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,WINTER","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,WINTER","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,WINTER","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,SPRING","YOU⁺,SOUTH,AUTUMN","YOU⁺,SOUTH,WINTER","YOU⁺,SOUTH,AUTUMN","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,WINTER","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,WINTER","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,WINTER","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,SPRING","YOU⁻,SOUTH,AUTUMN","YOU⁻,SOUTH,WINTER","YOU⁻,SOUTH,AUTUMN","ME,SOUTH,SPRING","ME,SOUTH,AUTUMN","ME,SOUTH,WINTER","ME,SOUTH,AUTUMN","ME,SOUTH,SPRING","ME,SOUTH,AUTUMN","ME,SOUTH,WINTER","ME,SOUTH,AUTUMN","ME,SOUTH,SPRING","ME,SOUTH,AUTUMN","ME,SOUTH,WINTER","ME,SOUTH,AUTUMN","ME,SOUTH,SPRING","ME,SOUTH,AUTUMN","ME,SOUTH,WINTER","ME,SOUTH,AUTUMN","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,SPRING","THEY₄,SOUTH,AUTUMN","THEY₄,SOUTH,WINTER","THEY₄,SOUTH,AUTUMN"
